device_id,user_id,device_type,os,device_city
D305909,U104847,Windows PC,iOS 14,Ahmedabad
D305910,U104977,iPhone,Windows 11,Bangalore
D305911,U100820,Android Phone,iOS 12,Lucknow
D305912,U101969,Android Phone,Android 11,Lucknow
D305913,U102025,Android Phone,Android 11,Kolkata
D305914,U103981,Android Phone,Android 9,Chennai
D305915,U101678,iPhone,MacOS 10.15,Bangalore
D305916,U101156,Android Phone,Android 12,Jaipur
D305917,U103775,Windows PC,MacOS 12,Ahmedabad
D305918,U102475,Android Phone,Android 11,Kolkata
D305919,U103737,iPhone,iOS 12,Pune
D305920,U101899,Mac,MacOS 10.15,Chennai
D305921,U102432,Android Phone,iOS 12,Pune
D305922,U100045,Android Phone,Windows 11,Jaipur
D305923,U100080,iPhone,Android 10,Kolkata
D305924,U100001,Android Phone,MacOS 12,Pune
D305925,U100876,iPhone,iOS 15,Hyderabad
D305926,U101738,Windows PC,Windows 11,Delhi
D305927,U100251,iPhone,Android 9,Delhi
D305928,U100803,Tablet,MacOS 12,Bangalore
D305929,U104235,Android Phone,iOS 13,Bangalore
D305930,U104272,Android Phone,Android 11,Mumbai
D305931,U101448,Android Phone,Android 10,Lucknow
D305932,U104732,iPhone,Android 10,Pune
D305933,U100589,Android Phone,Windows 10,Delhi
D305934,U100157,Android Phone,Android 11,Lucknow
D305935,U101770,Tablet,MacOS 12,Chennai
D305936,U101323,Android Phone,Android 11,Lucknow
D305937,U100386,Android Phone,Android 10,Bangalore
D305938,U104237,Android Phone,MacOS 10.15,Delhi
D305939,U104894,Android Phone,Windows 11,Mumbai
D305940,U101351,Android Phone,iOS 14,Chennai
D305941,U101575,Android Phone,Windows 11,Lucknow
D305942,U103591,Android Phone,Windows 10,Hyderabad
D305943,U104665,Windows PC,Android 11,Mumbai
D305944,U101434,Android Phone,iOS 12,Chennai
D305945,U103413,iPhone,MacOS 12,Kolkata
D305946,U100115,iPhone,Windows 10,Hyderabad
D305947,U102830,iPhone,iOS 15,Jaipur
D305948,U104935,Mac,Android 11,Delhi
D305949,U102377,Android Phone,iOS 14,Delhi
D305950,U103207,Android Phone,Android 10,Ahmedabad
D305951,U103436,Android Phone,Windows 10,Mumbai
D305952,U103161,Android Phone,Android 11,Pune
D305953,U103431,Windows PC,Android 12,Chennai
D305954,U104433,iPhone,iOS 14,Chennai
D305955,U100052,Android Phone,Android 9,Mumbai
D305956,U104423,Android Phone,Windows 10,Ahmedabad
D305957,U104538,Mac,iOS 13,Mumbai
D305958,U104520,iPhone,iOS 14,Delhi
D305959,U101839,Android Phone,Windows 10,Hyderabad
D305960,U102914,Mac,Windows 11,Mumbai
D305961,U101766,iPhone,MacOS 12,Mumbai
D305962,U104201,Android Phone,Android 11,Bangalore
D305963,U102032,Android Phone,iOS 13,Pune
D305964,U101565,iPhone,Android 10,Ahmedabad
D305965,U103426,Android Phone,Android 12,Lucknow
D305966,U100246,Tablet,iOS 14,Lucknow
D305967,U101880,iPhone,Android 10,Bangalore
D305968,U101031,iPhone,iOS 13,Bangalore
D305969,U101869,iPhone,MacOS 12,Bangalore
D305970,U102243,Tablet,Android 9,Mumbai
D305971,U100317,Android Phone,Android 11,Delhi
D305972,U104323,Android Phone,Android 12,Hyderabad
D305973,U102083,iPhone,MacOS 10.15,Delhi
D305974,U101794,Android Phone,Windows 10,Delhi
D305975,U100747,iPhone,Android 11,Chennai
D305976,U104978,iPhone,Windows 10,Jaipur
D305977,U104277,Android Phone,Android 9,Kolkata
D305978,U102409,Android Phone,Windows 11,Chennai
D305979,U101672,iPhone,Android 11,Mumbai
D305980,U102337,Android Phone,Windows 10,Pune
D305981,U104804,Android Phone,iOS 13,Chennai
D305982,U101106,Android Phone,Windows 10,Lucknow
D305983,U103422,Android Phone,iOS 12,Mumbai
D305984,U104517,iPhone,iOS 14,Ahmedabad
D305985,U103780,Tablet,MacOS 10.15,Pune
D305986,U104350,iPhone,Windows 11,Chennai
D305987,U104738,iPhone,iOS 14,Chennai
D305988,U100299,Android Phone,MacOS 12,Lucknow
D305989,U101194,Tablet,Android 10,Ahmedabad
D305990,U100722,Windows PC,Windows 10,Delhi
D305991,U102836,Windows PC,iOS 15,Hyderabad
D305992,U102037,Android Phone,Android 12,Ahmedabad
D305993,U100203,Android Phone,iOS 12,Chennai
D305994,U102787,Android Phone,iOS 12,Pune
D305995,U100503,Android Phone,Windows 10,Pune
D305996,U102036,Android Phone,iOS 15,Chennai
D305997,U101832,Mac,Windows 11,Delhi
D305998,U104467,Android Phone,iOS 15,Delhi
D305999,U103412,Android Phone,MacOS 12,Pune
D306000,U103120,Mac,Windows 11,Ahmedabad
D306001,U104158,Mac,iOS 14,Chennai
D306002,U100902,Android Phone,Android 9,Kolkata
D306003,U101282,Android Phone,iOS 12,Hyderabad
D306004,U103761,Windows PC,Android 10,Jaipur
D306005,U103745,Tablet,iOS 13,Hyderabad
D306006,U100106,iPhone,MacOS 12,Hyderabad
D306007,U101121,Android Phone,iOS 12,Hyderabad
D306008,U101135,iPhone,Windows 11,Mumbai
D306009,U100030,iPhone,iOS 13,Ahmedabad
D306010,U103306,Android Phone,iOS 14,Lucknow
D306011,U100272,Android Phone,Android 9,Mumbai
D306012,U104206,Windows PC,Windows 10,Delhi
D306013,U102927,iPhone,Android 11,Kolkata
D306014,U103808,Android Phone,iOS 13,Ahmedabad
D306015,U102485,iPhone,MacOS 12,Delhi
D306016,U104851,iPhone,Android 11,Ahmedabad
D306017,U101352,Android Phone,MacOS 12,Bangalore
D306018,U102789,Android Phone,Windows 11,Mumbai
D306019,U100032,Android Phone,Android 9,Mumbai
D306020,U104164,Tablet,iOS 12,Hyderabad
D306021,U102840,Android Phone,MacOS 12,Hyderabad
D306022,U100879,Windows PC,iOS 13,Kolkata
D306023,U104088,iPhone,Windows 11,Pune
D306024,U104946,Mac,MacOS 12,Jaipur
D306025,U100342,Tablet,Android 9,Jaipur
D306026,U104228,Tablet,Windows 10,Ahmedabad
D306027,U103682,Windows PC,MacOS 10.15,Hyderabad
D306028,U101772,Android Phone,iOS 14,Bangalore
D306029,U103172,Android Phone,MacOS 12,Ahmedabad
D306030,U103927,Android Phone,Windows 10,Pune
D306031,U102396,iPhone,iOS 15,Jaipur
D306032,U103332,Android Phone,Android 10,Ahmedabad
D306033,U100241,Android Phone,Windows 11,Mumbai
D306034,U104626,Android Phone,MacOS 10.15,Hyderabad
D306035,U104617,iPhone,Android 12,Ahmedabad
D306036,U101051,Android Phone,Android 10,Lucknow
D306037,U102387,Android Phone,iOS 14,Chennai
D306038,U101193,iPhone,MacOS 12,Jaipur
D306039,U101998,iPhone,Windows 10,Bangalore
D306040,U101376,Mac,Windows 11,Chennai
D306041,U104307,iPhone,iOS 14,Lucknow
D306042,U103473,iPhone,iOS 13,Mumbai
D306043,U104227,Android Phone,Android 12,Bangalore
D306044,U103964,Android Phone,Windows 11,Jaipur
D306045,U103636,iPhone,iOS 15,Lucknow
D306046,U100833,Android Phone,Windows 10,Mumbai
D306047,U104146,Windows PC,MacOS 10.15,Jaipur
D306048,U103915,Mac,MacOS 12,Hyderabad
D306049,U100621,Android Phone,MacOS 10.15,Jaipur
D306050,U100438,iPhone,iOS 13,Kolkata
D306051,U103804,Android Phone,Android 10,Hyderabad
D306052,U101950,Android Phone,iOS 14,Bangalore
D306053,U101640,Android Phone,iOS 13,Hyderabad
D306054,U101982,iPhone,MacOS 12,Kolkata
D306055,U104337,Tablet,Android 9,Kolkata
D306056,U101818,Android Phone,MacOS 10.15,Bangalore
D306057,U101851,iPhone,iOS 15,Kolkata
D306058,U101996,Android Phone,Android 9,Mumbai
D306059,U100271,Android Phone,Android 11,Jaipur
D306060,U100187,iPhone,Android 9,Kolkata
D306061,U102071,iPhone,MacOS 12,Chennai
D306062,U100084,iPhone,iOS 15,Lucknow
D306063,U103783,Mac,iOS 15,Kolkata
D306064,U102121,Android Phone,iOS 14,Ahmedabad
D306065,U102504,iPhone,iOS 12,Lucknow
D306066,U101680,Android Phone,Android 11,Jaipur
D306067,U103818,Windows PC,Windows 10,Chennai
D306068,U102137,Android Phone,Android 10,Hyderabad
D306069,U100176,Android Phone,Android 11,Jaipur
D306070,U102441,iPhone,MacOS 12,Hyderabad
D306071,U100885,Android Phone,Android 10,Bangalore
D306072,U102975,iPhone,MacOS 12,Hyderabad
D306073,U102818,Tablet,Android 10,Delhi
D306074,U102372,Android Phone,iOS 13,Jaipur
D306075,U101926,iPhone,iOS 14,Hyderabad
D306076,U102979,Tablet,Android 10,Bangalore
D306077,U103400,iPhone,MacOS 10.15,Kolkata
D306078,U104392,Android Phone,MacOS 12,Delhi
D306079,U104812,Windows PC,Android 11,Ahmedabad
D306080,U100415,iPhone,Android 11,Hyderabad
D306081,U103299,iPhone,Windows 11,Delhi
D306082,U100423,iPhone,iOS 12,Kolkata
D306083,U102086,Android Phone,Android 9,Delhi
D306084,U103706,Windows PC,Windows 11,Chennai
D306085,U102711,Android Phone,iOS 12,Jaipur
D306086,U104038,Mac,iOS 12,Pune
D306087,U104564,Windows PC,iOS 15,Kolkata
D306088,U104869,Tablet,iOS 14,Hyderabad
D306089,U103364,Android Phone,Windows 11,Hyderabad
D306090,U103367,Android Phone,Windows 11,Delhi
D306091,U104015,Android Phone,MacOS 12,Bangalore
D306092,U101165,Android Phone,MacOS 12,Jaipur
D306093,U101507,Android Phone,iOS 15,Lucknow
D306094,U101706,iPhone,iOS 14,Mumbai
D306095,U103721,Android Phone,iOS 13,Lucknow
D306096,U101756,Tablet,iOS 15,Delhi
D306097,U100697,Android Phone,Android 9,Hyderabad
D306098,U103993,Android Phone,iOS 12,Jaipur
D306099,U103748,iPhone,Android 12,Bangalore
D306100,U102970,Android Phone,iOS 14,Lucknow
D306101,U104407,iPhone,MacOS 12,Lucknow
D306102,U103959,iPhone,iOS 13,Kolkata
D306103,U104501,iPhone,iOS 14,Jaipur
D306104,U101298,iPhone,iOS 12,Delhi
D306105,U100582,Windows PC,iOS 12,Hyderabad
D306106,U101707,Tablet,Windows 10,Bangalore
D306107,U104149,Android Phone,Android 11,Pune
D306108,U104623,Android Phone,MacOS 10.15,Bangalore
D306109,U100549,Windows PC,Android 10,Kolkata
D306110,U104277,Android Phone,Android 11,Ahmedabad
D306111,U102391,iPhone,Windows 11,Bangalore
D306112,U104089,iPhone,Android 9,Jaipur
D306113,U103412,Android Phone,iOS 12,Pune
D306114,U100300,Android Phone,iOS 12,Bangalore
D306115,U102421,iPhone,MacOS 12,Pune
D306116,U100444,Android Phone,Android 10,Chennai
D306117,U101699,Android Phone,iOS 13,Hyderabad
D306118,U103787,Windows PC,iOS 13,Pune
D306119,U103419,Windows PC,Windows 11,Jaipur
D306120,U103523,iPhone,iOS 14,Chennai
D306121,U103304,Android Phone,Android 10,Kolkata
D306122,U100073,Android Phone,MacOS 10.15,Kolkata
D306123,U102914,Windows PC,Android 10,Jaipur
D306124,U102425,Android Phone,Windows 10,Jaipur
D306125,U102642,Mac,Android 12,Bangalore
D306126,U101063,iPhone,Android 10,Mumbai
D306127,U103528,Android Phone,Android 11,Lucknow
D306128,U103037,iPhone,MacOS 12,Mumbai
D306129,U102015,Mac,MacOS 12,Bangalore
D306130,U100282,Windows PC,iOS 15,Mumbai
D306131,U100343,iPhone,Windows 11,Mumbai
D306132,U101795,Android Phone,MacOS 10.15,Delhi
D306133,U102687,iPhone,iOS 12,Pune
D306134,U104984,iPhone,Windows 11,Hyderabad
D306135,U103617,iPhone,iOS 14,Delhi
D306136,U102426,Android Phone,Android 11,Pune
D306137,U101495,Mac,iOS 14,Mumbai
D306138,U100843,iPhone,Android 9,Hyderabad
D306139,U100703,Android Phone,iOS 15,Ahmedabad
D306140,U100359,Android Phone,Android 12,Kolkata
D306141,U104559,Android Phone,Android 10,Chennai
D306142,U100079,Android Phone,Windows 10,Jaipur
D306143,U104318,Android Phone,iOS 12,Jaipur
D306144,U102917,iPhone,iOS 13,Jaipur
D306145,U103092,Android Phone,Android 10,Mumbai
D306146,U104793,Android Phone,Android 9,Bangalore
D306147,U103933,Android Phone,MacOS 12,Chennai
D306148,U100735,Android Phone,iOS 15,Mumbai
D306149,U104844,Android Phone,iOS 12,Chennai
D306150,U100880,Android Phone,iOS 15,Bangalore
D306151,U102846,iPhone,Windows 10,Kolkata
D306152,U103203,Android Phone,Android 10,Ahmedabad
D306153,U101220,iPhone,MacOS 12,Kolkata
D306154,U103151,Android Phone,iOS 15,Ahmedabad
D306155,U103194,Android Phone,Android 12,Chennai
D306156,U104899,Android Phone,Android 12,Kolkata
D306157,U104572,Android Phone,Android 10,Chennai
D306158,U101998,iPhone,Android 12,Delhi
D306159,U103450,iPhone,iOS 12,Delhi
D306160,U104104,iPhone,Android 11,Mumbai
D306161,U100131,Android Phone,Windows 10,Pune
D306162,U103424,Android Phone,Android 12,Delhi
D306163,U104585,Mac,iOS 13,Kolkata
D306164,U100601,Android Phone,iOS 14,Mumbai
D306165,U103768,Android Phone,Android 9,Chennai
D306166,U100301,Android Phone,Android 11,Bangalore
D306167,U102009,Tablet,Android 9,Bangalore
D306168,U104097,Mac,Windows 10,Hyderabad
D306169,U104937,Android Phone,Windows 10,Jaipur
D306170,U103638,Android Phone,Android 10,Pune
D306171,U103608,iPhone,Windows 10,Bangalore
D306172,U101295,Android Phone,Windows 11,Jaipur
D306173,U104127,Android Phone,Android 10,Lucknow
D306174,U103294,Android Phone,Android 10,Ahmedabad
D306175,U104715,Android Phone,Windows 11,Bangalore
D306176,U103014,Android Phone,Android 12,Mumbai
D306177,U100197,iPhone,iOS 12,Lucknow
D306178,U102554,iPhone,iOS 15,Jaipur
D306179,U103872,iPhone,Android 9,Kolkata
D306180,U103939,Android Phone,iOS 13,Kolkata
D306181,U101931,Android Phone,iOS 12,Hyderabad
D306182,U100855,Mac,Windows 11,Jaipur
D306183,U104345,Android Phone,Windows 10,Bangalore
D306184,U104115,Android Phone,Android 12,Pune
D306185,U104394,Android Phone,iOS 15,Lucknow
D306186,U103353,Android Phone,iOS 12,Bangalore
D306187,U104143,Android Phone,iOS 13,Bangalore
D306188,U102013,Android Phone,Windows 10,Mumbai
D306189,U103896,iPhone,Android 12,Ahmedabad
D306190,U102441,Android Phone,iOS 14,Bangalore
D306191,U103971,iPhone,iOS 13,Delhi
D306192,U100731,iPhone,iOS 15,Hyderabad
D306193,U101482,Android Phone,iOS 12,Hyderabad
D306194,U101071,Windows PC,MacOS 12,Delhi
D306195,U102032,Mac,iOS 12,Ahmedabad
D306196,U104072,Android Phone,Android 10,Hyderabad
D306197,U100575,iPhone,iOS 13,Kolkata
D306198,U103652,iPhone,Android 11,Chennai
D306199,U104152,iPhone,iOS 13,Pune
D306200,U103355,Android Phone,MacOS 12,Ahmedabad
D306201,U103230,Android Phone,Android 10,Ahmedabad
D306202,U100692,Android Phone,Android 9,Chennai
D306203,U103063,Android Phone,Android 12,Hyderabad
D306204,U101132,Android Phone,iOS 13,Bangalore
D306205,U101230,Windows PC,Android 10,Bangalore
D306206,U104307,Android Phone,Windows 10,Jaipur
D306207,U103075,Android Phone,iOS 15,Chennai
D306208,U104967,Android Phone,Windows 10,Bangalore
D306209,U102272,Android Phone,iOS 13,Ahmedabad
D306210,U101788,iPhone,MacOS 12,Pune
D306211,U104976,Windows PC,Windows 10,Bangalore
D306212,U103112,Android Phone,MacOS 12,Mumbai
D306213,U104315,Android Phone,Android 10,Pune
D306214,U100222,Android Phone,Windows 10,Lucknow
D306215,U102629,Tablet,iOS 12,Mumbai
D306216,U104084,Android Phone,Android 11,Bangalore
D306217,U104042,Android Phone,Android 11,Lucknow
D306218,U103575,Android Phone,Android 11,Ahmedabad
D306219,U100822,Android Phone,Android 10,Pune
D306220,U102734,Android Phone,iOS 13,Chennai
D306221,U100507,Mac,Windows 11,Kolkata
D306222,U104009,Android Phone,iOS 13,Mumbai
D306223,U103153,Android Phone,Android 10,Jaipur
D306224,U100969,Android Phone,Windows 10,Hyderabad
D306225,U103633,Android Phone,Android 11,Ahmedabad
D306226,U103596,Mac,MacOS 10.15,Jaipur
D306227,U100265,iPhone,iOS 12,Delhi
D306228,U100446,Mac,Android 9,Jaipur
D306229,U101004,Windows PC,Android 12,Chennai
D306230,U100350,iPhone,Windows 11,Chennai
D306231,U102686,iPhone,MacOS 12,Kolkata
D306232,U104399,iPhone,iOS 13,Bangalore
D306233,U100314,iPhone,MacOS 12,Chennai
D306234,U103072,iPhone,Android 11,Pune
D306235,U102120,iPhone,iOS 13,Chennai
D306236,U104181,Android Phone,iOS 13,Pune
D306237,U102410,iPhone,Android 11,Chennai
D306238,U103343,Android Phone,iOS 12,Chennai
D306239,U104609,iPhone,iOS 13,Mumbai
D306240,U100680,iPhone,Windows 10,Jaipur
D306241,U101578,iPhone,iOS 13,Mumbai
D306242,U101348,iPhone,Android 10,Hyderabad
D306243,U100843,iPhone,iOS 13,Bangalore
D306244,U103239,iPhone,MacOS 10.15,Lucknow
D306245,U100037,Android Phone,Android 9,Delhi
D306246,U101929,Android Phone,MacOS 12,Kolkata
D306247,U100608,Android Phone,Android 10,Hyderabad
D306248,U103076,Android Phone,Android 9,Lucknow
D306249,U103754,Android Phone,Android 10,Mumbai
D306250,U102334,iPhone,Android 12,Jaipur
D306251,U102224,iPhone,iOS 12,Delhi
D306252,U102248,Android Phone,Windows 11,Bangalore
D306253,U100993,Windows PC,iOS 14,Jaipur
D306254,U101877,Android Phone,iOS 15,Chennai
D306255,U104665,iPhone,MacOS 10.15,Hyderabad
D306256,U100205,Android Phone,Android 10,Chennai
D306257,U103937,iPhone,Android 11,Jaipur
D306258,U100823,Android Phone,MacOS 12,Delhi
D306259,U100571,Android Phone,Windows 11,Lucknow
D306260,U101428,Android Phone,Android 9,Bangalore
D306261,U101344,iPhone,Android 11,Hyderabad
D306262,U101580,Mac,iOS 12,Bangalore
D306263,U104247,iPhone,Android 9,Ahmedabad
D306264,U104523,iPhone,iOS 14,Ahmedabad
D306265,U103462,Android Phone,iOS 15,Mumbai
D306266,U100730,iPhone,iOS 12,Bangalore
D306267,U104727,Windows PC,Android 11,Pune
D306268,U104237,Android Phone,iOS 13,Hyderabad
D306269,U100381,Android Phone,MacOS 12,Hyderabad
D306270,U101936,Android Phone,Windows 10,Chennai
D306271,U103877,Android Phone,MacOS 12,Pune
D306272,U100445,Android Phone,iOS 14,Lucknow
D306273,U100382,iPhone,Android 10,Mumbai
D306274,U103029,iPhone,Android 9,Pune
D306275,U101683,Android Phone,Android 11,Lucknow
D306276,U102208,Mac,iOS 14,Bangalore
D306277,U103753,Windows PC,Android 11,Kolkata
D306278,U102724,iPhone,Android 12,Hyderabad
D306279,U103555,Tablet,MacOS 10.15,Ahmedabad
D306280,U100630,Mac,Android 9,Pune
D306281,U100010,Android Phone,Android 9,Lucknow
D306282,U101258,Mac,iOS 12,Hyderabad
D306283,U101009,Android Phone,Windows 11,Jaipur
D306284,U101620,Android Phone,Windows 11,Hyderabad
D306285,U103892,Android Phone,Android 12,Chennai
D306286,U100759,iPhone,Android 12,Pune
D306287,U100630,Tablet,iOS 14,Kolkata
D306288,U101003,Android Phone,MacOS 10.15,Pune
D306289,U101631,iPhone,Android 11,Pune
D306290,U100986,Android Phone,MacOS 10.15,Delhi
D306291,U100919,Windows PC,Windows 11,Hyderabad
D306292,U102897,Android Phone,Android 12,Delhi
D306293,U100557,iPhone,Windows 10,Kolkata
D306294,U100769,iPhone,iOS 15,Pune
D306295,U104183,Android Phone,Android 9,Pune
D306296,U100091,Mac,iOS 12,Mumbai
D306297,U100306,Tablet,Android 11,Lucknow
D306298,U100347,Android Phone,Android 9,Ahmedabad
D306299,U102680,iPhone,iOS 13,Chennai
D306300,U103473,Windows PC,Windows 10,Kolkata
D306301,U103463,Android Phone,iOS 14,Mumbai
D306302,U103450,Android Phone,Android 10,Chennai
D306303,U100287,iPhone,Windows 11,Pune
D306304,U101722,iPhone,Android 9,Jaipur
D306305,U103167,iPhone,iOS 12,Hyderabad
D306306,U103410,iPhone,iOS 14,Bangalore
D306307,U101670,iPhone,MacOS 12,Lucknow
D306308,U104233,Android Phone,Windows 11,Hyderabad
D306309,U104167,Android Phone,Android 11,Ahmedabad
D306310,U103828,Android Phone,iOS 13,Ahmedabad
D306311,U103988,Android Phone,MacOS 10.15,Chennai
D306312,U104875,iPhone,Android 11,Delhi
D306313,U103969,Windows PC,MacOS 10.15,Pune
D306314,U102927,Android Phone,iOS 14,Jaipur
D306315,U101993,iPhone,iOS 15,Jaipur
D306316,U101810,Android Phone,iOS 15,Jaipur
D306317,U104112,Android Phone,MacOS 12,Chennai
D306318,U101479,Mac,Windows 10,Lucknow
D306319,U103149,Android Phone,iOS 12,Delhi
D306320,U102513,iPhone,iOS 15,Chennai
D306321,U101893,Android Phone,Windows 10,Pune
D306322,U102253,Android Phone,iOS 15,Chennai
D306323,U100403,iPhone,Android 9,Delhi
D306324,U103547,iPhone,MacOS 10.15,Mumbai
D306325,U100334,iPhone,Android 12,Lucknow
D306326,U100368,Windows PC,iOS 15,Kolkata
D306327,U101257,Windows PC,iOS 14,Mumbai
D306328,U102656,iPhone,Android 10,Pune
D306329,U101497,Android Phone,MacOS 10.15,Chennai
D306330,U104401,Android Phone,Android 9,Chennai
D306331,U104637,iPhone,MacOS 12,Lucknow
D306332,U101966,iPhone,MacOS 12,Hyderabad
D306333,U104999,Android Phone,iOS 14,Delhi
D306334,U100445,Android Phone,MacOS 12,Lucknow
D306335,U100718,Android Phone,MacOS 10.15,Delhi
D306336,U101736,Android Phone,MacOS 10.15,Pune
D306337,U104713,Android Phone,Windows 11,Mumbai
D306338,U102518,Windows PC,MacOS 12,Bangalore
D306339,U103532,iPhone,Windows 11,Lucknow
D306340,U103263,Tablet,MacOS 10.15,Mumbai
D306341,U102493,iPhone,Android 10,Lucknow
D306342,U104658,Android Phone,iOS 13,Bangalore
D306343,U104773,iPhone,iOS 13,Chennai
D306344,U102240,Windows PC,MacOS 10.15,Lucknow
D306345,U103568,iPhone,iOS 13,Ahmedabad
D306346,U103119,Android Phone,iOS 13,Bangalore
D306347,U102968,iPhone,Windows 11,Ahmedabad
D306348,U100507,Android Phone,iOS 15,Kolkata
D306349,U101047,Android Phone,iOS 15,Delhi
D306350,U104950,Android Phone,MacOS 10.15,Bangalore
D306351,U101222,Android Phone,Windows 11,Bangalore
D306352,U103258,Mac,Windows 10,Kolkata
D306353,U104557,Android Phone,MacOS 12,Jaipur
D306354,U103012,Android Phone,Android 9,Hyderabad
D306355,U101075,iPhone,iOS 14,Mumbai
D306356,U104298,Windows PC,Android 9,Pune
D306357,U100161,iPhone,Windows 11,Hyderabad
D306358,U103615,Android Phone,Android 10,Chennai
D306359,U101331,Android Phone,iOS 14,Bangalore
D306360,U103201,iPhone,Windows 11,Ahmedabad
D306361,U102402,Windows PC,iOS 15,Hyderabad
D306362,U102845,Android Phone,Android 9,Kolkata
D306363,U101909,Mac,iOS 13,Mumbai
D306364,U102644,iPhone,Windows 11,Mumbai
D306365,U104679,iPhone,MacOS 12,Bangalore
D306366,U104132,Android Phone,MacOS 10.15,Pune
D306367,U102092,Mac,Windows 11,Delhi
D306368,U104706,iPhone,Android 12,Delhi
D306369,U104445,Android Phone,Windows 11,Lucknow
D306370,U103136,Android Phone,Android 11,Bangalore
D306371,U102973,Android Phone,Android 12,Mumbai
D306372,U100178,Android Phone,Android 12,Lucknow
D306373,U102620,Android Phone,iOS 13,Kolkata
D306374,U101063,Android Phone,MacOS 10.15,Delhi
D306375,U100800,Android Phone,MacOS 10.15,Kolkata
D306376,U104291,iPhone,MacOS 10.15,Delhi
D306377,U101355,iPhone,MacOS 12,Chennai
D306378,U103077,iPhone,Android 9,Lucknow
D306379,U104335,Android Phone,MacOS 12,Ahmedabad
D306380,U102989,Android Phone,MacOS 10.15,Kolkata
D306381,U103899,iPhone,Windows 10,Chennai
D306382,U103875,iPhone,Android 9,Hyderabad
D306383,U102237,Android Phone,Windows 10,Pune
D306384,U104608,Mac,Windows 10,Ahmedabad
D306385,U104545,iPhone,Android 10,Hyderabad
D306386,U101688,Windows PC,Android 11,Delhi
D306387,U104095,iPhone,Windows 11,Jaipur
D306388,U100915,Android Phone,Android 11,Chennai
D306389,U100560,Mac,iOS 12,Jaipur
D306390,U102650,Mac,iOS 15,Jaipur
D306391,U103029,Windows PC,MacOS 10.15,Bangalore
D306392,U102917,Mac,Android 12,Hyderabad
D306393,U103994,Mac,Android 9,Ahmedabad
D306394,U101954,iPhone,MacOS 10.15,Chennai
D306395,U104041,Android Phone,MacOS 12,Ahmedabad
D306396,U104510,iPhone,MacOS 10.15,Hyderabad
D306397,U100456,iPhone,iOS 13,Lucknow
D306398,U102246,iPhone,Windows 10,Jaipur
D306399,U101123,Android Phone,Android 10,Lucknow
D306400,U103282,iPhone,iOS 15,Bangalore
D306401,U102065,Tablet,iOS 15,Ahmedabad
D306402,U101408,Android Phone,iOS 15,Ahmedabad
D306403,U101258,Android Phone,Windows 10,Kolkata
D306404,U101773,iPhone,MacOS 10.15,Mumbai
D306405,U100544,Android Phone,Windows 11,Bangalore
D306406,U100522,Android Phone,Android 9,Hyderabad
D306407,U103144,iPhone,Windows 10,Jaipur
D306408,U104713,Mac,Windows 10,Lucknow
D306409,U102537,Android Phone,iOS 14,Lucknow
D306410,U104636,Android Phone,iOS 15,Lucknow
D306411,U100774,Android Phone,Android 9,Delhi
D306412,U104866,iPhone,Android 12,Lucknow
D306413,U102931,Android Phone,MacOS 10.15,Hyderabad
D306414,U103718,Android Phone,Android 9,Delhi
D306415,U100310,iPhone,MacOS 12,Mumbai
D306416,U103020,Tablet,Android 11,Bangalore
D306417,U101915,Android Phone,Windows 11,Bangalore
D306418,U104492,iPhone,Android 11,Mumbai
D306419,U103962,iPhone,Android 9,Chennai
D306420,U104321,Android Phone,iOS 15,Hyderabad
D306421,U104450,Windows PC,Windows 11,Chennai
D306422,U103603,Android Phone,Android 10,Pune
D306423,U101226,Android Phone,Android 12,Ahmedabad
D306424,U101414,Android Phone,Android 12,Chennai
D306425,U104297,Android Phone,MacOS 12,Delhi
D306426,U103007,iPhone,Android 12,Chennai
D306427,U104458,iPhone,Android 9,Pune
D306428,U103975,iPhone,MacOS 12,Chennai
D306429,U103034,iPhone,Android 10,Hyderabad
D306430,U100762,Android Phone,iOS 13,Jaipur
D306431,U104910,Mac,Android 11,Ahmedabad
D306432,U101215,Windows PC,Android 12,Pune
D306433,U101230,Android Phone,Windows 11,Delhi
D306434,U100730,iPhone,Android 10,Ahmedabad
D306435,U100344,Windows PC,iOS 15,Chennai
D306436,U101875,Android Phone,iOS 14,Kolkata
D306437,U104217,Android Phone,Windows 10,Pune
D306438,U104329,Android Phone,Android 10,Jaipur
D306439,U102454,Tablet,iOS 12,Ahmedabad
D306440,U101573,iPhone,Android 9,Chennai
D306441,U101732,iPhone,MacOS 10.15,Kolkata
D306442,U104594,Mac,MacOS 12,Chennai
D306443,U100276,Android Phone,iOS 13,Kolkata
D306444,U100287,Tablet,iOS 14,Ahmedabad
D306445,U100323,iPhone,Android 10,Lucknow
D306446,U104439,iPhone,MacOS 10.15,Chennai
D306447,U100453,Android Phone,Windows 11,Chennai
D306448,U104707,Android Phone,Android 10,Jaipur
D306449,U100918,Android Phone,iOS 14,Mumbai
D306450,U102741,Android Phone,Android 11,Chennai
D306451,U104852,Android Phone,iOS 15,Lucknow
D306452,U100579,Android Phone,iOS 15,Jaipur
D306453,U101407,iPhone,iOS 12,Jaipur
D306454,U103637,Mac,iOS 13,Jaipur
D306455,U104085,Android Phone,Windows 10,Bangalore
D306456,U104536,Android Phone,Android 10,Delhi
D306457,U100097,iPhone,Android 9,Jaipur
D306458,U103885,iPhone,iOS 12,Kolkata
